url,image_url,amount_raised,description,days_running
https://www.gofundme.com/f/support-peter-and-hazels-emergency-vet-care,https://d2g8igdw686xgo.cloudfront.net/95933837_1761326502786058_r.png,605,"Donation protected
Hello,

I am writing for my friend, Peter, who is currently on his way to Auburn's emergency vet clinic for his dog, Hazel. His vet says that Hazel has a life-threatening issue that may be something neurological. He will find out more when he arrives and they diagnose her. The University of Auburn is a top-rated veterinary school, and I am confident they will determine Hazel's needs, but this all comes at a price. Anything you can do to help Hazel out and give Peter peace of m",2
https://www.gofundme.com/f/help-the-goddard-school-in-supporting-speranza-animal-rescue,https://d2g8igdw686xgo.cloudfront.net/94766531_1758203154819136_r.jpeg,600,"Tax deductible
As the new school year approaches, I’m asking for your support in a unique way. Instead of sending school supplies, let’s come together to help Speranza Animal Rescue Inc. continue their vital mission. This amazing organization rescues, rehabilitates, and re-homes dogs that have suffered severe abuse and neglect. Your donations can make a real difference in making sure these animals receive the care they desperately need.
Your contributions will help provide medical treatment and ",38
https://www.gofundme.com/f/help-piku-beat-fip,https://d2g8igdw686xgo.cloudfront.net/95065523_1758931816907675_r.png,2100,"Donation protected
Hi everyone!

My name is Sadia and this is my 4 month old baby boy, Piku! He and was recently diagnosed with FIP. Last week has been rough as his condition was getting bad fast and he ended up in the ER. This morning I got an email from his insurance that all his claims have been denied because it classified as a “pre-existing condition” since he had a URI on his medical record from before, which was not even related to his recent FIP diagnosis. I’m currently a college student",30
https://www.gofundme.com/f/urgent-help-for-leelus-intensive-care-needs,https://d2g8igdw686xgo.cloudfront.net/95859633_1761116395880294_r.png,1371,"Donation protected
Dear Family and Friends,

We’re reaching out with heavy hearts to share that our beloved dog Leelu, our sweet 6-year-old girl who has brought so much joy and love into our lives, is currently in intensive care.

Earlier today, everything changed so suddenly Leelu became critically ill and had to be rushed to the emergency hospital. She is now in very unstable condition, and while the veterinary team is working tirelessly to determine the cause and do everything possible to hel",5
https://www.gofundme.com/f/help-nyx-heal-support-his-recovery-journey,https://d2g8igdw686xgo.cloudfront.net/95726155_1760720352555871_r.png,2846,"Donation protected
Short story: My sweet rescue poodle Nyx gave himself an accidental horrific injury and is receiving excellent, long-term, expensive care at the University of Minnesota Vet Hospital. Friends have asked how they can help, so here we are.

Long story: Earlier this week, after dropping Logan off at practice, I let the dogs out as usual, and they ran their zoomies as usual. About 90 seconds later, I hear a noise I never want to hear again, and Nyx comes around the garage trailing s",9
https://www.gofundme.com/f/lets-get-ghost-feeling-better,https://d2g8igdw686xgo.cloudfront.net/95639647_1760471660761939_r.png,1728,"Donation protected
It all started one night with a loud scream that woke me up. I found Ghost hunkered over and unable to lift his head. When he was still in clear pain the next day we went to the ER and that’s where an MRI was initially recommended and later recommended by my primary vet, too. We've since discovered he's lost 6lbs in 5 months, as well, and in need of an abdominal ultrasound.

I hate asking for help, but I desperately need some assist for some major upfront vet costs for Ghost. ",5
https://www.gofundme.com/f/support-for-a-rottweilers-medical-treatment,https://d2g8igdw686xgo.cloudfront.net/95350763_1759617857127593_r.png,2000,"Donation protected
Animal dad here to a two-year-old Rottweiler. A few days ago, a massive bump appeared on his head. He scratched the bump, causing it to bleed. I took him to the emergency vet, who sent me to urgent care. They told me the cost of what he needs is between $1,375.00-$2,000.00. Life is so expensive right now; any donations will help.
React",22
https://www.gofundme.com/f/support-dukes-emergency-vet-treatment,https://d2g8igdw686xgo.cloudfront.net/95765423_1760838935849605_r.png,600,"Donation protected
Hello, my name is Glenda Maag-Medel and I am creating this fundraiser on behalf of my soul dog, Duke! Duke is my best friend and been with me since 2015. He is energetic, silly and wonderful. On Saturday October 18,2025 he was bitten by a rattlesnake in our backyard. We rushed him to the vet and they swiftly took care of him. My husband and I are asking for some help covering his vet bills as he had to go to an emergency vet for treatment. We can cover some of the treatment, b",8
https://www.gofundme.com/f/support-foxs-emergency-surgery-costs,https://d2g8igdw686xgo.cloudfront.net/95883105_1761175820571232_r.png,15285,"Donation protected
Fox needs your help recovering from injuries sustained when a big dog attacked him today (10/22/25).

Fox is in emergency surgery now. The Doctor just called.
It’s really bad. There’s a hernia in his intestines, ruptured spleen and diaphragm, internal bleeding. Fox needs a transfusion. It’s touch and go right now, but the vet is doing all they can.

I’m devastated to think my best friend might not make it.



Read more
React
🙏
1",4
https://www.gofundme.com/f/ayuden-a-tortellini-recuperar,https://d2g8igdw686xgo.cloudfront.net/95941315_1761341554787980_r.jpeg,350,"Donation protected
Hola me llamo Juliana, este es mi gato callejero tortellini, ya ha pasado muchos años con sus orejas a carne viva por pulgas. Hemos tratado casi todo para ayudarlo, ahora me gustaría poder llevarlo a un veterinario para cualquier ayuda necesaria. Seria muy agradecida, este es mi gato desde chiquita y merece lo mejor.
React",2
https://www.gofundme.com/f/donate-to-support-kearney-rescue-cats,https://d2g8igdw686xgo.cloudfront.net/95909203_1761424054294416_r.jpg,1040,"Tax deductible
Update: Jelly has a consult appointment in Tuesday @ Noon, so hopefully, more information will be forthcoming.

Hi, I'm Penny Kolls, and I’m reaching out to you with a heartfelt plea for support for Kearney Rescue Cats. But this request is for one individual kitten who has fought so hard to live and now faces death unless a life saving operation can be performed.
Her name is Jelly, and she came into foster care at a mere 3 days old with two siblings brothers. One brother, Butter, ",3
https://www.gofundme.com/f/help-with-emergency-veterinary-services,https://d2g8igdw686xgo.cloudfront.net/95678787_1760589686229729_r.jpg,2520,"Donation protected
My beautiful boy Finn was diagnosed with Feline Idiopathic Cystitis and it caused a complete blockage which has affected his kidneys. After an overnight trip to the emergency room on 10/08/25, I’m already out $2,520.85 and he is now throwing up, not eating, and lethargic. His surgeon and I are concerned that his kidney levels are still abnormally high and recommended another appointment for more labs, urinalysis, and possibly another overnight stay for monitoring which is just",11
https://www.gofundme.com/f/save-twinkie-from-paralysis-donate-now,https://d2g8igdw686xgo.cloudfront.net/95896335_1761223844146610_r.jpeg,15000,"Donation protected
A few weeks ago, Twinkie was tearing across the yard, barking at squirrels and stealing socks like it was his job. Then, in an instant, everything changed. He yelped, collapsed, and couldn’t move his back legs. We rushed him to the vet, and the diagnosis crushed us: Intervertebral Disc Disease (IVDD), Stage 3. This painful spinal condition is common in dachshunds, where a ruptured disc presses on the spinal cord, causing paralysis and agony. My brave boy is now dragging his hi",3
https://www.gofundme.com/f/rescue-kitten-emergency-surgery,https://d2g8igdw686xgo.cloudfront.net/95576417_1760293723118227_r.png,700,"Donation protected
Meet Penelope, affectionately knows as the sweetest little pea . I adopted her one month ago from Kitty Connection in Medford right after her first birthday. She is a loving, cheeky, adorable cat beloved by all of her roommates and gal pals.

On October 8th, Pea was diagnosed with feline stomatitis, a painful condition that has replaced Pea’s usual zest for cuddles and food with isolation and an inability to eat. The only path forward for Pea is emergency dental surgery - to r",14
https://www.gofundme.com/f/help-lil-chip-fight-for-his-life,https://d2g8igdw686xgo.cloudfront.net/95790913_1760923295487231_r.png,1423,"Donation protected
This is Chip, and he’s been fighting for his life these past few weeks.

We’re Brennan and Naomi (Dad&Mom) and we adopted two kittens, Chip and Mugi, in mid-September from a feral/stray situation.

Chip was the runt of the litter, barely 1 lb when we adopted him at 11 weeks old. Just one week after bringing him home, he suddenly collapsed and was hospitalized for two nights with what the vets called a severe infection. On top of that, he’s been treated for ringworm, which spre",7
https://www.gofundme.com/f/support-for-elis-unexpected-passing,https://d2g8igdw686xgo.cloudfront.net/95727659_1760723962737161_r.png,1060,"Donation protected
Eli- our loyal companion, protector and friend to all suddenly passed away on October 16th. After becoming ill the day after his 8th birthday he was admitted for emergency surgery where he passed during the operation. We will miss him dearly. Eli loved everyone he came in contact with often jumping up for hugs, offering his paw to shake and cuddling close to you. He had a great ability to sense peoples emotions and try to comfort them. Eli loved his mom and protected her fierc",9
https://www.gofundme.com/f/sueje-support-charlies-journey-to-recovery,https://d2g8igdw686xgo.cloudfront.net/95879753_1761180360921542_r.png,1050,"Donation protected
Hi everyone, thanks for checking out our GoFundMe page!

As some of you may know, our sweet girl Charlie unfortunately had two very aggressive seizures out of nowhere on October 18th. We immediately rushed her to the emergency vet hospital where some tests were run, and we were sent home to monitor her. Unfortunately, the same night we came home, she had the second seizure, and off we went again to the hospital. This was unbelievably shocking as she has always been healthy, an",4
https://www.gofundme.com/f/29e8pc-donate-to-feed-and-shelter-rescued-animals,https://d2g8igdw686xgo.cloudfront.net/94235929_1756813216208643_r.png,794,"Donation protected
We are kindly reaching out for your support as our shelter is in a deep crisis. Right now, our rescued animals have no food, and we urgently need to enlarge the shelter to give them a safe and comfortable space.

Please consider donating through this GoFundMe to help us raise the funds needed for both food and the construction of the shelter. Every contribution, big or small, will make a huge difference in saving innocent lives.
React",54
https://www.gofundme.com/f/yourdonationisalifesaver,https://d2g8igdw686xgo.cloudfront.net/94828499_175989103321312_r.jpg,50000,"Donation protected
The world suffers because of the violence and actions of bad people,But the world will suffer more because of silence and inactions of good people

 Good people must rise, speak, and act because every moment of silence strengthens the hand of evil. The time to stand is not tomorrow, it is now.

OUR STORY: LOVE BUILT THIS SHELTER, NOW WE NEED YOU TO SAVE IT We started this rescue not because we had everything, but because we couldn’t walk away. It began with one starving dog on",36
https://www.gofundme.com/f/help-smores-get-lifesaving-surgery,https://d2g8igdw686xgo.cloudfront.net/95646303_1760485653408727_r.jpeg,3459,"Donation protected
S’mores has been my best friend since she was just eight weeks old. She’s the sweetest dog in the world, always by my side, and her favorite things include hiking, car rides, and the excitement of hearing the cheese drawer open in the refrigerator. S’mores is more than a pet—she’s the key to my happiness and has been a constant companion through everything.

About two weeks ago, S’mores started acting very lethargic, had trouble moving, and lost her appetite. She lost ten poun",12
https://www.gofundme.com/f/donate-to-percys-care-journey,https://d2g8igdw686xgo.cloudfront.net/95828401_1761054426809956_r.png,535,"Donation protected
After sharing Percy’s story last night, many kind people have reached out wanting to help.

To support his care—including veterinary bills, blankets, hoof and dental care, food, and boarding—we’ve set up a GoFundMe.

If Percy’s journey has touched your heart, please consider donating. Every bit helps and is deeply appreciated.

React",5
https://www.gofundme.com/f/support-american-humane-society-in-memory-of-shannon-johnson,https://d2g8igdw686xgo.cloudfront.net/95972587_1761447661323940_r.jpeg,1315,"Tax deductible
Shannon Marie Stone Johnson
December 31, 1995 – October 22, 2025

Shannon Marie Stone Johnson passed away peacefully at home in Lancaster, South Carolina on October 22, 2025, at the age of 29.

When she was little, Shannon often asked, “Do you want to hear a story?” Her family will forever wish for one more story — one that ends with her at peace.

She was passionate about animals, cherished her friends, and would drop anything to help someone in need. Those who knew her will reme",0
https://www.gofundme.com/f/help-charlee-recover-from-alligator-attack,https://d2g8igdw686xgo.cloudfront.net/95702189_1760659519199924_r.png,5674,"Donation protected
Hi everyone,

My name is Rylee Pustilnik and I’m reaching out with a heavy heart to ask for help for my sweet dog, Charlee aka cha cha. She’s a 5-year-old German Shorthaired Pointer who means the world to me. She’s my running buddy, best friend, and constant source of joy.

Charlee was attacked by an alligator while we were on a hike. It all happened so fast. Thankfully, I was able to jump in the water and get the gator away from her, but she suffered serious injuries that req",10
https://www.gofundme.com/f/help-kyler-mcculloch-get-back-on-the-road,https://d2g8igdw686xgo.cloudfront.net/95801187_1760970760603047_r.png,1302,"Donation protected
Almost Home Animal Rescue is creating a courtesy fundraiser for our incredible dog trainer and amazing foster, Kyler McCulloch. His wheels were stolen off of his van last night in his parking lot. No witnesses, no security footage. Without wheels, Kyler cannot continue to do his good work for rescue dogs. Please help if you are able. This is not a fundraiser for Almost Home, just a person in need to get back on his feet (or wheels).
React",6
https://www.gofundme.com/f/support-willys-journey-to-a-forever-home,https://d2g8igdw686xgo.cloudfront.net/95692755_1760625820695860_r.png,900,"Donation protected
Willy, our foster puppy, found us when he was living in the woods near our house. We've been caring for him since August. Yesterday, we brought him to the vet to be neutered, microchipped, and vaccinated. This was the last step towards preparing him for adoption.

Unfortunately, the vet called soon after they'd anesthetized Willy because they'd discovered that he had a case of cryptorchidism; that is, one of his testicles never descended. It was hiding deep inside his abdomina",10
https://www.gofundme.com/f/ds3yr-help-ollie-walk-again-urgent-surgery-needed,https://d2g8igdw686xgo.cloudfront.net/95808147_1760991127396414_r.png,1055,"Donation protected
Español:
Hola, soy Nicolás y me estoy comunicando en nombre de mi hermano Juan y su querido perro, Ollie, quien está enfrentando una crisis médica urgente.

Justo ayer, Ollie perdió repentinamente toda la función en sus patas traseras debido a una hernia de disco en su columna vertebral. Este dulce niño pasó de correr y jugar con su hermana Lilah a no poder caminar, y necesita cirugía lo antes posible para tener una oportunidad de recuperación.

Ollie es un perro rescatado que",6
https://www.gofundme.com/f/help-miyuki-recover-from-toxic-ingestion,https://d2g8igdw686xgo.cloudfront.net/95880365_1761170102810357_r.png,1565,"Donation protected
Hello!

My name is Heather, and I'm a cat mamma of two. I am looking to fundraise for my beautiful Miyuki (who I affectionately call Miyu!) She is eight years old and the sweetest kitty you could meet.










Read more
React",4
https://www.gofundme.com/f/help-us-find-out-whats-wrong-with-the-little-man,https://d2g8igdw686xgo.cloudfront.net/95885759_1761181827105604_r.png,432,"Donation protected
Hi friends! Unfortunately, I need to take my dog to the vet and figure out why he’s having seizures. His first one ever was Oct 7th, and he just had another tonight, Oct 22nd. Funds are tight, and vets are insanely expensive, as we all well know. Chester (or Cheddarbug as Ethan calls him) is my little old man. I’ve had him since I was 9 years old, and he’s my absolute soul dog. Seizures are a new one for us as we don’t know what’s causing them. Yes, he is an old dog, but that’",4
https://www.gofundme.com/f/help-magnus-rest-peacefully-at-home,https://d2g8igdw686xgo.cloudfront.net/95609201_1760386670265865_r.png,1615,"Donation protected
As many of you know, Magnus was diagnosed with an untreatable cancer. After discussing with my mom, we had to make the hardest decision of our lives, and we are going to help Magnus to rest.

Magnus has been part of our family since he was given to me on my 21st birthday, almost 15 years ago. Over the years, he moved from Venezuela with me to Miami and then Chicago. It's not easy at all to set up a day to help him rest, but we want to do it before the cancer starts to make him",13
https://www.gofundme.com/f/please-help-this-sweet-cat-have-a-chance-at-a-long-life,https://d2g8igdw686xgo.cloudfront.net/95728621_1760726095390032_r.png,231,"Donation protected
I take care of multiple cat colonies, and unfortunately, one of my sweetest cats ran out in front of my car when I pulled in to feed everyone. Sadly, he was hit and has a diaphragmatic hernia that requires surgery. Essentially, his intestines are now in his chest cavity. I want to give this boy a chance at a long life and hopefully find him a loving home after his recovery. Please help if you can.
React",9
https://www.gofundme.com/f/7eahqe-help-save-mocha-urgent-medical-funds-needed,https://d2g8igdw686xgo.cloudfront.net/95921823_1761281644410042_r.png,475,"Donation protected







Read more
React",3
https://www.gofundme.com/f/bugs-medical-bills-fight-to-make-it-back-home,https://d2g8igdw686xgo.cloudfront.net/95928073_1761312221348328_r.png,7000,"Donation protected
Hey... I'm Crystal, one of Bug's moms, writing this with a broken heart and eyes filled with tears replaying the vet's words: tumor, pancreatic, CT scans, seizures... 4 months to live without surgery... or surgery and we get maybe 2 years if we are lucky? In less than 24 hours, our healthy big boy went from running and being goofy to needing help just to stand up. Our hearts are broken, our wallets depleted, and as we cry, we need to decide the best course of action for him. N",2
https://www.gofundme.com/f/support-ches-recovery-surgery-fund-needed,https://d2g8igdw686xgo.cloudfront.net/95941031_1761340907999120_r.png,6000,"Donation protected
Help My Dog Get Back on His Paws ❤️

My heart is breaking right now. My Che recently broke his left hind leg, and he’s been in so much pain. The vets say he needs surgery soon, which will cost around $6,000.

I’m Miguel S. a government employee and many may already know me and that I would not do this unless absolutely necessary, I am currently not getting paid due to the shutdown, and it’s been incredibly hard trying to cover some costs — but I can’t just sit by and watch him",2
https://www.gofundme.com/f/support-our-puppys-surgery-for-a-healthier-life,https://d2g8igdw686xgo.cloudfront.net/95900051_1761232764319962_r.png,1330,"Donation protected
Hello everyone, I usually never ask for help, but today I got the news that my 2-year-old puppy will need surgery and I won’t be able to afford it without help. Whatever you can donate is appreciated. The surgery is to correct her lady parts so she won’t get bladder infections so often like now. Anything is appreciated, and thank you in advance. She is the light of our lives and the reason that our family smiles every day.
React",3
https://www.gofundme.com/f/benji-emergency-vet-funds,https://d2g8igdw686xgo.cloudfront.net/95595481_176065965234010_r.png,2851,"Donation protected
Friends and Family, I have never asked for this kind of help, but today I come to you for help. We need immediate funds to help our Benji find out what’s wrong so we can help him live. He’s so strong and young; I know he can make it through. He’s not only a dog, he’s our family. A very important part of us. If you are able to help, please. If not, just by sharing this and helping. Thank you so much. This will go towards the 50% required of his testing and stay at the hospital.",13
https://www.gofundme.com/f/a-salvarle-la-vida-a-moana,https://d2g8igdw686xgo.cloudfront.net/95973579_1761451986133327_r.png,190,"Donation protected
Hola, me llamo Alanis y estoy recaudando fondos para salvar la vida de mi hija canina, Moana. Ella es una perra muy alegre y amada, reciénteme me la diagnosticaron con Lyme Disease Tiene su sistema inmunológico comprometido y actualmente necesita transfusión de sangre para poder ser tratada.
React",0
https://www.gofundme.com/f/853x4-help-roxie-get-the-surgery-she-needs,https://d2g8igdw686xgo.cloudfront.net/95914907_1761261466460399_r.png,980,"Donation protected
Hello to all my friends and family. Thank you for taking the time to read. I hate to even have to do this but here I am. As most of you know I’m on tough times. 5 major surgeries with 2 more to go and I’m having to file for disability and can’t get a job anywhere. I keep trying and holding on but sometimes life just keeps kicking me where it hurts. My little Roxie and I need some help. She was taken to the vet today due to she has infection and teeth that desperately need extr",3
https://www.gofundme.com/f/fix-the-moose-tracts,https://d2g8igdw686xgo.cloudfront.net/94855143_1758465445310584_r.png,7452,"Donation protected
Update: Moose is scheduled for his catheter ablation but experienced an unexpected emergency over the weekend. He developed a Gastric Dilatation Volvulus (GDV) which is a life-threatening condition where the stomach twists on itself. This required emergency surgery for which he is now fortunately recovering from. The costs incurred for his life-saving surgery are around $5000 so the the fundraising goal has been increased to hopefully reach our goals and help fix him with both",34
https://www.gofundme.com/f/donate-to-buddys-extended-hospitalization,https://d2g8igdw686xgo.cloudfront.net/95965807_1761426778981081_r.png,13503,"Donation protected
Our baby boy Buddy who I'm sure a lot of you have seen on my videos and streams (he is in my lap at some point literally every single stream) got really sick on Wednesday. He wouldn't eat, was hiding, and was generally weak. We took him to the emergency vet and expected his usual urinary issues but it turned out to be way more severe. He had very severe anemia (13% PCV) and was pretty critically ill. We're still not entirely sure what is causing this issue but he is being kept",1
https://www.gofundme.com/f/help-frida-recover-from-losing-all-of-her-teeth,https://d2g8igdw686xgo.cloudfront.net/95808531_1760998016615371_r.png,680,"Donation protected
Hi. I'm Amanda, and I volunteer most of my time and resources in my retirement to helping stray cats in my community. I help with a local trap and neuter group, and I am often a resource that my neighbors use when stray cats are found so that I can foster them and eventually find them homes.

One of the cats that I rescued, Frida, was doing well in my care but stopped eating all of a sudden, kept her tongue out of her mouth constantly, and started losing weight. I've taken her",6
https://www.gofundme.com/f/help-bruno-get-back-on-his-paws-ayuda-a-bruno-a-recuperarse,https://d2g8igdw686xgo.cloudfront.net/95883813_1761177275388755_r.png,5000,"Donation protected
Hi everyone,

My name is Yuliana, and I’m reaching out for help for my dog, Bruno. He’s my best friend — a loving, loyal pitbull who’s always been full of energy and affection. Recently, Bruno was badly injured and cut his neck open, leaving a deep wound that needs stitches and proper medical treatment to prevent infection and help him heal.

The vet says his care, surgery, and medication will cost around $4,000–$5,000. It breaks my heart to see him in pain, and I want to do e",4
https://www.gofundme.com/f/operation-eddies-texpedition-home,https://d2g8igdw686xgo.cloudfront.net/95836971_1761071034777551_r.jpeg,2075,"Tax deductible
Eddie’s Journey Home to Texas

Fourteen-year-old Eddie has been on quite the adventure—and now, with your help, he’s finally going home.

At the end of September, this sweet senior tabby was brought to the Erie Humane Society by a kind-hearted Good Samaritan who found him wandering near the Pilot station off Rt. 97 in Erie. Thankfully, Eddie was microchipped, but when our team tried to call the number on file, it was no longer in service.







Read more
React",5
https://www.gofundme.com/f/support-gus-guss-emergency-surgery,https://d2g8igdw686xgo.cloudfront.net/95823289_1761030572684591_r.png,730,"Donation protected
Meet Gus Gus — the tiniest fighter with the biggest heart.

When I found Gus Gus and his two siblings, they were just fragile, stray kittens trying to survive. Gus Gus — named after the lovable mouse from Cinderella — instantly stole my heart. He was tiny, sick, and had a cloudy eye that made me worry he wouldn’t make it.

But this little boy had other plans. With love, care, and countless feedings, Gus Gus began to thrive. His playful spirit started to shine — until one morni",6
https://www.gofundme.com/f/support-baby-grahams-urgent-hip-surgery,https://d2g8igdw686xgo.cloudfront.net/95985017_1761499832346188_r.png,15000,"Donation protected
This is baby Graham. He’s 11 months old. Yesterday morning, I had an accident where he jumped out of my car at 45 mph. He has multiple cuts, a laceration in his inner thigh, multiple fractures, and a broken hip. His hip is badly broken. He is the sweetest, strongest dog I know and has helped me not only overcome a depressing era of my life but has become a friend and family to everyone he’s met. His hip surgery is scheduled for tomorrow but unfortunately costs $15,000, which i",0
https://www.gofundme.com/f/support-junos-fight-against-parvo,https://d2g8igdw686xgo.cloudfront.net/95962855_1761419285702409_r.png,1880,"Donation protected
Help Juno Beat Parvo and Come Home
Hi, my name is Stephen, and this sweet girl is Juno. Juno is a 10-month-old Boxer mix who has already brought so much love and light into my life. Sadly, she was recently diagnosed with Parvo, a serious and potentially life-threatening illness. She’s currently receiving treatment, and while her prognosis is still uncertain, she’s fighting with all her strength — just like the loving, playful pup she’s always been.
Juno came into my life as a ",1
https://www.gofundme.com/f/give-bear-more-time-fund-his-lymphoma-treatment,https://d2g8igdw686xgo.cloudfront.net/95947483_1761358242432599_r.png,1765,"Donation protected
Hi everyone,

It breaks my heart to tell you but my sweet baby Bear was recently diagnosed with lymphoma. We’ve been to multiple vet visits, ultrasounds, and blood tests trying to figure out what was wrong — and now that we finally have answers, the next step is treatment.

At the moment he is currently on Steroids but that lifespan will be 1-3 months if we are lucky. The good news is that chemotherapy can give Bear up to 6 months or more of good quality life, full of the walk",2
https://www.gofundme.com/f/emergency-funds-needed-cat-hoarding-situation,https://d2g8igdw686xgo.cloudfront.net/95782975_1760904722901272_r.png,1109,"Donation protected
We recently came upon a devastating hoarding situation. We have taken in 17 cats and they arrived in urgent need of medical attention.

Every day we are able to trap more cats, sometimes 2-3 a day. They need immediate medical care. We stepped in because walking away wasn’t an option; all the shelters are full and the costs are overwhelming with the vet visits.

We need help now to stabilize them so we can try to find them homes. Please — if you can donate anything at all, you’",7
https://www.gofundme.com/f/4gzmt-send-summer-home,https://d2g8igdw686xgo.cloudfront.net/95791759_1760925944272279_r.png,553,"Donation protected
Summer has been seen and saved! Her new home awaits near Colorado Springs and we’ve got to raise the money to get her there! We need $550. Summer is lucky, she was set to be killed on Tuesday. With so many thousands of dogs in the shelters, and not enough space for all of them, dogs are dying every day. But at this moment, we delight in knowing Summer is on her way to a beautiful life. Thank you to Soulful Dog Rescue and New Hope Cattle Dog Rescue for making this happen!!! Hel",7
https://www.gofundme.com/f/help-ophilius-get-the-care-he-needs,https://d2g8igdw686xgo.cloudfront.net/95759033_1760820702969778_r.png,1245,"Donation protected
I’m starting this fundraiser for my best friend whose cat has recently become very sick. His name is Ophilius and he is 2. He’s the sweetest boy who’s hobbies are zoomies around the house and snuggling with his mamma.
My friend and her husband have spent as much as they can to get him the treatment that he needs but they can no longer afford to help him. Please pray about helping them keep their fur baby. ❤️
React",8
https://www.gofundme.com/f/dylans-eagle-scout-project-animal-shelter-pavilion,https://d2g8igdw686xgo.cloudfront.net/95408715_1759793582619196_r.png,2500,"Donation protected
My name is Dylan Golart and I am part of Boy Scout Troop 54 in Yorktown, VA. I am trying to raise money for my Eagle Project: building a pavilion for Animal Aid Society: a 100% volunteer run and no-kill animal shelter in Hampton, Virginia. All money raised will go towards a high quality, lasting pavilion that will provide much needed shade to improve the quality of visitors' bonding time with the dogs, and find them forever homes.

This is no small project and your support mat",20
https://www.gofundme.com/f/support-wessons-chemotherapy-journey,https://d2g8igdw686xgo.cloudfront.net/95930017_1761334096552748_r.png,632,"Donation protected
I’m Caitlin, Wesson’s mom, and I’m raising funds to help my sweet girl get the chemotherapy she needs. Wesson is only 4 years old (almost 5) and was recently diagnosed with lymphoma. She’s my best friend and emotional support animal, and she’s been by my side through some of the hardest times in my life.

We’re incredibly lucky to have an amazing care team at ACES (Animal Center for Emergency and Specialty) who are taking such great care of her. They’ve made this difficult jou",2
https://www.gofundme.com/f/support-second-chance-pet-adoptions,https://d2g8igdw686xgo.cloudfront.net/94059323_1756333737933343_r.png,7000,"Tax deductible
On October 10, 2020, Laura and Josh Schroeder lost their son, Owen, a happy, active four-year-old with a great sense of humor and a love of animals, to an unexpected tragedy.

Last October, to celebrate Owen's memory, Josh and Laura hosted the First Annual Family Fun Day at Womble Park in Holly Springs. The event attracted dozens of families with a DJ, ice cream, inflatable slide, and kid-friendly activities. As part of the celebration, the Schroeders chose to partner with Second ",60
https://www.gofundme.com/f/support-banjos-comfort-in-his-last-days,https://d2g8igdw686xgo.cloudfront.net/95929639_1761316362752423_r.png,760,"Donation protected
Banjo has been my best boy since December 2011, when I brought him home as a clumsy 4-month-old puppy. Nearly 14 years later, he’s still that same goofy, stubborn dog, just slower now and much sleepier. His chaotic, high-energy days are behind him, and he spends most of his time wandering around the yard or napping in his favorite spots. He’s not the brightest, but he’s always tried his best, and that’s part of what makes him perfect.

Through every move, job, and heartbreak, ",2
https://www.gofundme.com/f/z8cak8-help-me-keep-lilis-light-shining-my-heart-my-soul,https://d2g8igdw686xgo.cloudfront.net/95808215_1761009531736184_r.png,540,"Donation protected
Fighting bladder cancer and kidney disease—every donation gives her a chance at life

Hi, my name is Laura, and I’m the proud mama of my sweet fur baby, Lili. She’s not just a pet—she’s my heart, my constant companion, and the light that pulled me out of darkness after losing my sister. Now, I’m doing everything I can to save her life.

The Diagnosis
What started as a vet visit for an upset stomach turned into the worst news a pet parent can hear: Lili has transitional cell ca",5
https://www.gofundme.com/f/support-johns-move-keep-kenai-with-family,https://d2g8igdw686xgo.cloudfront.net/95886575_1761183607428688_r.png,960,"Donation protected
Our family is moving from Oahu, Hawaii to Great Falls, Montana due to a PCS for John’s current job as a Marine Corps Recruiter.

With the current situation in the government, we are unable to book our own flights to make sure our pets arrive with us all together. Our current booked flights are not feasible with taking Kenai and making sure he can arrive at our next duty station at the same time with us. And leaving him behind is obviously not an option we would even consider.
",4
https://www.gofundme.com/f/upk46t-ramseys-surgery,https://d2g8igdw686xgo.cloudfront.net/95015761_176099851582245_r.png,5000,"Donation protected
Ramsey is an 8 month old Maine Coon kitten and was just diagnosed with aggressive stomatitis, a viral infection in his gums. I had the options of putting him down or a full dental extrication (removing all of his teeth) the procedure will cost upwards of $5,000. He is in a lot of pain due to this and if it goes untreated he may not be able to eat and will continue to live in pain. I truly love him with my whole heart and want to be able to give him the best quality of life he ",31
https://www.gofundme.com/f/b689mr-help-nova-get-urgent-medical-care,https://i.ytimg.com/vi/negQpIno-LA/0.jpg,21202,"Donation protected
Help Nova Get the Medical Care He Needs

Hi everyone,

I’m reaching out on behalf of my sweet Dog, Nova. Nova has been an incredible companion, not only to me but to many others—bringing comfort, joy, and support wherever he goes.

Recently, Nova’s health has taken a difficult turn. Our vets believe he may have IVDD (Intervertebral Disc Disease), a serious condition affecting his spine. To get an accurate diagnosis and the right treatment, Nova urgently needs an MRI, but the c",38
https://www.gofundme.com/f/bring-frank-home-donate-for-his-care,https://d2g8igdw686xgo.cloudfront.net/95866109_1761236394820373_r.png,15000,"Donation protected
Many of you know Frank, have seen him at the Worcester watering holes, or maybe on the back of Jon's bike. If you know him, you know he's the sweetest, spunkiest boy.

I was 3k miles away when I got the news no pet parent wants to hear. Our happy and healthy five year old boy has suddenly collapsed and been in the hospital undergoing not one but five blood transfusions and might not make it through the night. I immediately booked a new flight home racing the clock to be with h",3
